Date,CPI YoY,CPI YoY forecasts,Core CPI,CPI rent YoY,Avg pork price,Avg fish price,Avg vegetable price,Avg fruit price,95 petrol price,Electric power consumption,Wholesale price YoY,Average salary YoY,M1B YoY,M2 YoY,TWSE,USDTWD
2022/2/28,2.33,2.71,1.64,0.982357658,72.66,113.1,30.90588235,47.29411765,32.2,12.01,12.12,2.62020971,11.25272377,7.650919047,17652.18,28.02
2022/3/31,3.27,2.9,2.47,1.000900811,75.69,114.1,31.02692308,45.75185185,32.7,14.01,14.16,2.67518282,10.39497712,8.218761781,17693.47,28.63
2022/4/30,3.37,3.25,2.53,1.220732439,79.01,114.2,32.98,47.636,32,13.69,15.57,2.704454941,9.0613174,8.243570709,16592.18,29.48
2022/5/31,3.39,3.32,2.61,1.532145003,84.51,113.3,30.728,49.228,31.6,14.46,16.88,3.249451422,8.279181476,7.488893228,16807.77,29.05
2022/6/30,3.59,3.6,2.77,1.853707415,83.4,115.2,33.692,53.6,31.5,14.66,16.28,4.053324571,7.030860612,7.346680767,14825.73,29.72
2022/7/31,3.35,3.6,2.73,2.064128257,84.75,115.1,32.53846154,47.11153846,30.8,15.3,12.96,3.503333178,7.373534601,6.897763937,15000.07,29.94
2022/8/31,2.68,3.14,2.74,2.099790021,84.92,114.4,34.09583333,43.475,30.7,15.39,10.94,2.904487491,7.480257771,6.955323065,15095.44,30.44
2022/9/30,2.76,2.8,2.8,2.097902098,85.83,110.9,40.37916667,45.38333333,30.7,14.61,12.21,2.346757648,5.604801586,6.892367005,13424.58,31.77
2022/10/31,2.74,2.8,2.97,2.034506832,85.55,112.6,38.124,46.94,30.6,14.22,10.97,2.167928424,4.650591365,7.491333912,12949.75,32.22
2022/11/30,2.35,2.5,2.86,2.091008663,86.02,105.3,31.74,49.028,30.6,13.6,9.09,2.318123511,4.69772108,7.51568811,14879.55,30.9
2022/12/31,2.71,2.53,2.72,2.218905473,85.8,111.8,39.12307692,52.18076923,30.6,13.28,7.02,2.182909637,3.331171039,6.744069982,14137.69,30.72
