Date,Unemployment rate,Unemployment rate forecasts,Male unemployment rate,Female unemployment rate,CPI YoY,M1 YoY,M2 YoY,China CPI YoY,US M1 YoY,US M2 YoY,UST 10y,USDHKD,HKDCNY,HIS,SSE,SPX,UMich consumer sentiment index
2017/5/31,3.2,3.2,3.6,2.9,2,14.6,15.5,1.5,8.64167027,6.046435118,2.2,7.7921,0.87485,25660.65,3117.178,2411.8,97.1
2017/6/30,3.1,3.2,3.5,2.9,1.9,13,15.9,1.5,8.672070018,5.688496734,2.3,7.8072,0.86863,25764.58,3192.427,2423.41,95.1
2017/7/31,3.2,3.2,3.6,3,2,18.4,15.8,1.4,9.34582319,5.672074924,2.29,7.8102,0.86126,27323.99,3273.028,2470.3,93.4
2017/8/31,3.1,3.1,3.5,3.1,1.9,12.3,13.1,1.8,8.066314996,5.402842871,2.12,7.8259,0.84202,27970.3,3360.81,2471.65,96.8
2017/9/30,3.1,3.1,3.5,3,1.4,13.4,13.2,1.6,7.273164428,5.250276209,2.33,7.811,0.85174,27554.3,3348.943,2519.36,95.1
2017/10/31,3.1,3.1,3.3,3,1.5,50,19.2,1.9,8.12659367,5.111255296,2.38,7.8011,0.85064,28245.54,3393.342,2575.26,100.7
2017/11/30,3,3,3.3,2.7,1.6,13.6,11.7,1.7,8.118906348,4.75579577,2.41,7.8099,0.84627,29177.35,3317.188,2647.58,98.5
2017/12/31,3,3,3,2.6,1.7,11.8,11.6,1.8,8.165949307,4.87762423,2.41,7.814,0.83254,29919.15,3307.172,2673.61,95.9
2018/1/31,2.9,2.9,3.1,2.2,1.7,18.7,12.8,1.5,7.712507007,4.413779605,2.71,7.8229,0.80418,32887.27,3480.833,2823.81,95.7
2018/2/28,2.9,2.9,3.1,2.3,3.1,15.2,12.2,2.9,6.281613928,4.143336228,2.86,7.8261,0.80886,30844.72,3259.408,2713.83,99.7
2018/3/31,2.9,2.9,3.3,2.3,2.6,12.4,9.6,2.1,6.200585015,4.046354706,2.74,7.8488,0.80117,30093.38,3168.896,2640.87,101.4
2018/4/30,2.8,2.9,3.2,2.5,1.9,37.1,13.6,1.8,6.003996872,3.736772242,2.95,7.8483,0.80702,30808.45,3082.232,2648.05,98.8
2018/5/31,2.8,2.8,3.2,2.5,2.1,11.9,7.7,1.8,3.889015238,3.76049815,2.86,7.8431,0.81722,30468.56,3095.474,2705.27,98
2018/6/30,2.8,2.8,3.2,2.5,2.4,10.5,6.2,1.9,3.635538667,4.014986135,2.86,7.8466,0.84375,28955.11,2847.418,2718.37,98.2
2018/7/31,2.8,2.8,3.2,2.5,2.4,1.4,4.5,2.1,3.697232711,3.8219507,2.96,7.8491,0.86808,28583.01,2876.401,2816.29,97.9
2018/8/31,2.8,2.8,3.3,2.6,2.3,3.3,5,2.3,2.937156565,3.712235898,2.86,7.8491,0.87039,27888.55,2725.25,2901.52,96.2
2018/9/30,2.8,2.8,3.3,2.6,2.7,-0.3,4.2,2.5,3.664584092,3.60842403,3.06,7.828,0.87781,27788.52,2821.35,2913.98,100.1
2018/10/31,2.8,2.8,3.4,2.4,2.7,-25.7,-2.2,2.5,3.343136167,3.285379191,3.14,7.8415,0.88934,24979.69,2602.783,2711.74,98.6
2018/11/30,2.8,2.8,3.2,2.3,2.6,-2.2,3.4,2.2,2.060007722,3.165964971,2.99,7.824,0.88965,26506.75,2588.188,2760.17,97.5
2018/12/31,2.8,2.8,3.1,2.2,2.5,-2.6,3.6,1.9,4.261081021,3.642687564,2.68,7.8319,0.87823,25845.7,2493.896,2506.85,98.3
2019/1/31,2.8,2.8,3.1,2.1,2.4,-5.2,1.4,1.7,2.583066261,4.039741307,2.63,7.8467,0.85393,27942.47,2584.573,2704.1,91.2
2019/2/28,2.8,2.8,3.1,2,2.1,-3.8,1.3,1.5,3.821250692,4.007964176,2.72,7.8499,0.85277,28633.18,2940.954,2784.49,93.8
2019/3/31,2.8,2.8,3.4,2.1,2.1,-4.4,2.9,2.3,1.906190346,3.863223146,2.41,7.85,0.85504,29051.36,3090.758,2834.4,98.4
2019/4/30,2.8,2.8,3.4,2.2,2.9,-20.3,-0.3,2.5,3.385245902,3.947443669,2.5,7.8445,0.85843,29699.11,3078.339,2945.83,97.2
2019/5/31,2.8,2.8,3.5,2.2,2.8,-5.9,2.8,2.7,3.661339755,4.24283843,2.12,7.8384,0.88063,26901.09,2898.696,2752.06,100
2019/6/30,2.8,2.8,3.5,2.2,3.3,-5.7,3.5,2.7,4.758516897,4.637822967,2.01,7.8107,0.8788,28542.62,2978.878,2941.76,98.2
2019/7/31,2.9,2.8,3.6,2.3,3.3,-3,3.3,2.8,4.905157889,4.9606767,2.01,7.8279,0.87953,27777.75,2932.506,2980.38,98.4
2019/8/31,2.9,2.9,3.6,2.4,3.5,-4.4,1.8,2.8,4.468350314,5.170894065,1.5,7.842,0.91297,25724.73,2886.237,2926.46,89.8
2019/9/30,2.9,3,3.5,2.5,3.2,-3.5,1.9,3,5.389043539,5.594917293,1.66,7.8389,0.90796,26092.27,2905.189,2976.74,93.2
2019/10/31,3,3,3.7,2.6,3.1,-2.3,2.8,3.8,5.589411796,6.456670768,1.69,7.8373,0.89819,26906.72,2929.056,3037.56,95.5
2019/11/30,3.2,3.2,3.7,2.6,3,-2.6,3.2,4.5,6.717284985,7.06198022,1.78,7.8288,0.89837,26346.49,2871.981,3140.98,96.8
2019/12/31,3.3,3.3,3.8,2.5,2.9,-1.5,2.4,4.5,6.57831964,6.670055073,1.92,7.7914,0.89402,28189.75,3050.124,3230.78,99.3
2020/1/31,3.4,3.4,3.7,2.5,1.4,0.7,2.5,5.4,6.2376502,6.694386694,1.51,7.7643,0.89169,26312.63,2976.528,3225.52,99.8
2020/2/29,3.8,3.6,4.3,2.8,2.2,0.5,1.9,5.2,6.11124437,6.775444198,1.15,7.7935,0.89684,26129.93,2880.304,2954.22,101
2020/3/31,4.3,4,5,3.5,2.3,-0.3,0,4.3,14.02499398,10.12274378,0.67,7.7511,0.91367,23603.48,2750.296,2584.59,89.1
2020/4/30,5.2,4.6,6,4.4,1.9,-1.7,-1,3.3,26.70789397,16.89429888,0.64,7.752,0.91118,24643.59,2860.082,2912.43,71.8
2020/5/31,5.9,5.5,6.9,5,1.5,3.5,0.2,2.4,328.8105169,21.90709681,0.65,7.7512,0.92062,22961.47,2852.351,3044.31,72.3
2020/6/30,6.1,6.4,7.3,5.2,0.7,12.3,1.5,2.5,332.5488455,22.8626412,0.66,7.7505,0.91167,24427.19,2984.674,3100.29,78.1
2020/7/31,6,6.4,7.6,4.9,-2.3,29.1,5.8,2.7,334.3496619,23.21806396,0.53,7.7503,0.90028,24595.35,3310.007,3271.12,72.5
2020/8/31,6.1,6.3,7.6,5.1,-0.4,60.9,12.2,2.4,337.7999118,23.00698644,0.7,7.7502,0.88366,25177.05,3395.677,3500.31,74.1
2020/9/30,6.2,6.2,7.8,5.3,-2.2,55.6,10.8,1.7,340.0205155,23.78182448,0.68,7.75,0.87651,23459.05,3218.052,3363,80.4
2020/10/31,6.3,6.6,7.8,5.3,-0.4,92.4,20.5,0.5,341.3109252,23.69954031,0.87,7.7522,0.86318,24107.42,3224.532,3269.96,81.8
2020/11/30,6.2,6.5,7.5,4.8,-0.3,31,6.5,-0.5,345.8564375,24.3212922,0.84,7.7514,0.84867,26341.49,3391.755,3621.63,76.9
2020/12/31,6.6,6.4,7.6,5,-1,28.7,6.5,0.2,343.3228887,24.75931256,0.91,7.7531,0.84183,27231.13,3473.069,3756.07,80.7
2021/1/31,7,6.9,7.8,5.3,2.6,98.4,23.3,-0.3,354.8911677,25.72356456,1.07,7.7534,0.8293,28283.71,3483.069,3714.24,79
2021/2/28,7.2,7.1,7.8,5.6,0.5,41.5,10.4,-0.2,361.2121364,26.86161434,1.4,7.7566,0.8348,28980.21,3509.08,3811.15,76.8
2021/3/31,6.8,7.1,7.9,5.6,0.6,31.7,9.2,0.4,337.3222248,24.16717255,1.74,7.7741,0.84306,28378.35,3441.912,3972.89,84.9
2021/4/30,6.4,6.6,7.5,5.4,0.8,27.3,8.1,0.9,294.9129211,18.35317927,1.63,7.7675,0.83367,28724.88,3446.856,4181.17,88.3
2021/5/31,6,6.2,7.2,4.9,1,27.8,8.5,1.3,18.614644,14.46017332,1.59,7.7611,0.82073,29151.8,3615.477,4204.11,82.9
2021/6/30,5.4,5.8,6.6,4.4,0.7,45.2,10.9,1.1,16.9054995,13.09970935,1.47,7.7651,0.83164,28827.95,3591.197,4297.5,85.5
2021/7/31,4.9,5.3,6.4,3.9,3.7,6.2,1.8,1,16.50484279,12.99825552,1.22,7.7718,0.83135,25961.03,3397.357,4395.26,81.2
2021/8/31,4.6,4.9,5.9,3.9,1.6,-15,-2.9,0.8,16.91856504,13.63894037,1.31,7.7771,0.83063,25878.99,3543.94,4522.68,70.3
2021/9/30,4.5,4.6,5.5,3.8,1.4,-11,-1.9,0.7,15.77751099,12.84847637,1.49,7.7863,0.82786,24575.64,3568.167,4307.54,72.8
2021/10/31,4.3,4.4,5.1,3.8,1.7,-28.6,-10.1,1.5,15.42817966,12.74380509,1.55,7.779,0.82342,25377.24,3547.336,4605.38,71.7
2021/11/30,4.2,4.2,4.8,3.5,1.8,6.1,1.9,2.3,14.99906298,12.48964342,1.44,7.7974,0.81644,23475.26,3563.887,4567,67.4
2021/12/31,4,4.1,4.4,3.2,2.4,5.4,1.5,1.5,14.97175617,12.74615465,1.51,7.7966,0.81503,23397.67,3639.775,4766.18,70.6
2022/1/31,3.9,4.1,4.2,3,1.2,-33.4,-12.2,0.9,13.30456452,11.3941642,1.78,7.7974,0.81585,23802.26,3361.44,4515.55,67.2
2022/2/28,4.5,4.2,4.9,3.5,1.6,-4.9,-1.1,0.9,11.82288008,10.04974363,1.83,7.8138,0.80743,22713.02,3462.306,4373.94,62.8
2022/3/31,5,4.8,6,4,1.7,3.3,1,1.5,10.89549916,9.361753603,2.34,7.8326,0.80951,21996.85,3252.203,4530.41,59.4
2022/4/30,5.4,5,6.4,4.5,1.3,5.1,1.2,2.1,9.071991803,7.758534985,2.93,7.8468,0.84143,21089.39,3047.063,4131.93,65.2
2022/5/31,5.1,5,6,4.2,1.2,-0.8,0,2.1,7.115943533,6.035512226,2.84,7.8471,0.85031,21415.2,3186.427,4132.15,58.4
2022/6/30,4.7,5,5.5,4.1,1.8,-18.6,-2.8,2.5,6.451712881,5.656145005,3.01,7.8463,0.85371,21859.79,3398.616,3785.38,50
2022/7/31,4.3,4.5,5.3,3.7,1.9,-5.7,1.2,2.7,5.394018818,5.033102327,2.65,7.85,0.85918,20156.51,3253.238,4130.29,51.5
2022/8/31,4.1,4.2,5.1,3.5,1.9,-6,0.7,2.5,3.772150744,3.887146133,3.19,7.8493,0.87786,19954.39,3202.138,3955,58.2
2022/9/30,3.9,4,4.9,3.3,4.4,-11.3,-0.8,2.8,2.081970019,2.665973421,3.83,7.8498,0.90668,17222.83,3024.39,3585.62,58.6
2022/10/31,3.8,3.8,4.7,3.1,1.8,-15.4,-2.2,2.1,0.307460407,1.493661175,4.05,7.8497,0.93052,14687.02,2893.483,3871.98,59.9
2022/11/30,3.7,3.7,4.4,2.9,1.8,-16.9,-1.1,1.6,-1.421707333,0.379527116,3.61,7.8098,0.90933,18597.23,3151.335,4080.11,56.8
2022/12/31,3.5,3.6,4,2.7,2,-17.8,0.6,1.8,-3.2943174,-0.893723057,3.87,7.8016,0.88493,19781.41,3089.258,3839.5,59.7
